,管道1温度,管道2温度,管道3温度,管道4温度,管道5温度,管道6温度,管道7温度,管道8温度,管道9温度,管道10温度
A2风粉一次风速,-0.007999028345733725,-0.0008070873390301006,-0.0009625945330584444,-0.004071713634823386,-0.0018885113635624066,0.00508290634295713,0.00024320990708717044,-0.014495640442921131,0.011541096646369695,0.0013548975885999681
A3风粉一次风速,-0.000629098704765102,-0.010092331121097642,0.005756118826757906,0.02696334643682874,0.007390670132633108,0.028399090095297043,0.022142504262018484,-0.04269569726514624,0.05163912339731456,0.038216528432838084
A4风粉一次风速,0.0013551498841993734,-0.0014257806259323352,-0.01246001995023073,-0.007918042902975694,0.0013847308349993724,-0.0037316085076386576,0.015166171879630187,-0.003221678320653251,0.04305177689182079,0.0021903862181601244
A磨分离器风粉混合物温度2,0.12335328407967627,0.5056353840041382,0.5457017475139908,0.39411477759591096,0.3197751082101252,0.5321817673111705,0.11513724811579426,0.0416059040307655,-0.5014324726406172,0.004313157512075644
B1风粉一次风速,0.009474682601710166,-0.044790595894419014,-0.058149067664226256,-0.003277394704579842,-0.008621131706775729,0.000404158724671283,-0.056278851707759196,0.0069403516544656796,-0.04027248637969939,-0.016564790627703156
B2风粉一次风速,-0.008954091089165797,-0.03222773352375943,-0.01519401638612904,0.00022504957188942964,0.0008738395211750245,0.006102810520080652,-0.0036928032657384743,-0.010685474985956839,-0.009241174128520213,-0.038647703414412496
B3风粉一次风速,0.005250899949275578,0.008753167481761331,-0.01047106755846336,-0.0031938664741938266,0.0017162580634823808,0.00040697871993689017,0.002148075697890009,0.0030554045070857964,0.006687113758077491,-0.006255127129000532
B4风粉一次风速,-0.004548363826160737,-0.007748002099321041,-0.0071710432058215146,-0.0008447621644840017,-0.0029244509078803736,0.003237787498945939,-0.007619939635006297,-0.007442924645122547,-0.00409240900849106,0.023281758939366327
B磨分离器风粉混合物温度2,0.08799371525261136,0.8232596847024811,-0.12203065798526368,-0.27738678232426583,-0.26688676340977247,-0.2195562982035531,0.07222189618005248,-0.2748048018287962,0.23223430914072848,0.04655550270695239
C1风粉一次风速,-0.02044798851888438,-0.0016595486654125114,0.006701010244886429,0.01682930314820162,0.03194086251337618,0.042920722812930016,0.030660812572123983,-0.002393951731071091,0.052389307050551656,-0.09740650527467105
C2风粉一次风速,-0.0132489408762934,0.42780808650709723,0.06408324122808236,-0.01963008983810837,0.020291750595801517,-0.00847320354884309,-0.19696912938879424,-0.05492958898887311,-0.19714478904657234,-0.1937946714779839
C3风粉一次风速,-0.13927552203024374,-0.22367109084649836,-0.14604404267073332,-0.14724471912389847,-0.14404013806965227,-0.2629705952422841,-0.06514813196012675,-0.10848137939009397,-0.08305084533266383,0.06823424316578329
C4风粉一次风速,80.32054947407975,95.89137615085659,67.60062245314128,-4.632132906255813,20.546961397097213,13.938904982021175,32.22562281471074,37.300483517565844,53.6342826551338,45.852236491522426
C磨分离器风粉混合物温度2,-4.882896949309972,-5.240467653905598,-4.165117190771319,-0.10339001266067452,-1.311876795850385,-1.2641110517926086,-3.007171864866007,-2.7444420736541377,-2.642408694137738,-5.595693365935683
D1风粉一次风速,0.17596020200943885,0.22927754668337053,0.13556407517927674,-0.40702145194372363,-0.32140031428451077,-0.4090247873831447,-1.1482399382899453,0.17270505259732746,-0.09511543015414056,-0.12067055149208167
D2风粉一次风速,0.21790175533678702,0.6740054094026354,-0.1079302177135889,0.021464442395849718,-0.15122721659885768,-0.15761380836127512,-0.1988502246082933,-0.5188028251139324,0.9778237085844033,1.6092653677889568
D3风粉一次风速,-0.5658015859171012,0.3973982915482351,0.5892367719721089,0.5542614338020989,0.4440520067813012,-0.15015948568918933,-0.27044760354490316,-0.03034520478977496,1.1388933159028554,2.1428662132721192
D4风粉一次风速,0.1704694162845958,1.1748254728617502,0.5499053585152126,-0.06869811586372054,0.06262751269804688,-0.1204771088821677,-0.5420968962236102,0.3209654644478601,0.9397577995824739,1.519034553469372
D磨分离器风粉混合物温度2,-0.26217496055798617,-0.5777349497941825,0.6921815536356438,0.9650962131673755,0.5441034785746799,1.7464387424471897,1.4169431074595749,0.8942179484887189,-1.1178378591894742,2.0049252302007807
E1风粉一次风速,0.0697348436986598,0.3261366062873838,0.08828420220781583,0.07778162317251974,0.10741268327856343,0.11497932375609632,0.5331729144871349,0.015864883914538306,0.26752573738348157,0.31359552372947413
E2风粉一次风速,-0.062303115918267093,-0.11476193100437833,0.02832628793580586,-0.12997189064567694,-0.18814777292299684,-0.1959085195315434,-0.40706607071762,-0.2393332720671703,-0.6339082904516274,-0.19957288513190188
E3风粉一次风速,-0.19228920726340076,-0.09506326880022355,0.05302424550194751,0.03331604998016906,-0.0473565531649412,0.058742792555692265,0.06918129461872709,-0.25276208909840087,-0.1129462927271316,-0.08081323988086159
E4风粉一次风速,-0.004414631496563383,-0.5369082655046774,-0.5540396962100333,-0.16705487040800587,-0.27284857838384924,-0.1733651295756049,0.298107265790244,-0.47548656414268387,0.40598078165559737,-0.07594409393996021
E磨分离器风粉混合物温度2,0.8120505677817893,1.150453754956011,-0.7845556622978461,-0.9985063960101506,-0.9085706621264483,-1.7008571834229012,-0.22122558565637343,-0.09466189629565332,1.3804724762978062,1.6526892286347274
F1风粉一次风速,-1.0558460716326383,4.77267811230564,3.8825687463928302,1.5356853307172336,1.564329138108329,2.092144793664801,-3.7283147420881995,0.550253228839714,-2.2470629338671664,9.325520895764692
F2风粉一次风速,0.01178333237590532,0.19011151252959438,0.11513033435517685,0.1390282475527224,0.09625284376492242,0.24149237700932796,0.17859952655494502,-0.00643432692616183,-0.0695088646953621,0.2619892579144281
F3风粉一次风速,0.381042482010989,0.5145967647775278,0.11991216531793354,0.05000769510394698,0.0273714012919255,0.07795031304282615,-0.1415037531211975,0.2316814217829567,-0.266483709486176,0.6415143269325592
F4风粉一次风速,0.101394165376443,0.31941695469820336,0.007299843170331513,-0.0605285816201777,-0.044016766131499324,-0.13476338705104532,0.04512559845396815,-0.0840787668199071,0.22315527437752702,0.35434233695976913
F磨分离器风粉混合物温度2,0.020476215903916895,0.06222988919036912,0.012065481202219447,-0.006511857827519923,0.0013144127101414522,-0.010110559816017443,0.016504870259394427,-0.019455424456968514,-0.015757899876940998,-0.0070366325515237825
