time,note,subject,measure,value
2017-07-01,(后)当月同比,实际利用外资额,%,-5.069124423963101
2017-07-01,(后)当月同比,办公楼竣工面积,%,279.43037974683494
2017-07-01,(后)当月同比,金融机构人民币中长期贷款余额,%,236.52961860969185
2017-07-01,(后)当月同比,对外承包工程营业额,%,-46.66666666666668
2017-07-01,(后)当月同比,医疗卫生支出,%,38.83106485188152
2017-07-01,(后)当月同比,规模以上大中型工业企业单位数,%,
2017-07-01,(后)当月同比,一般公共服务支出,%,-14.398200224971891
2017-07-01,(后)当月同比,办公楼销售额,%,80.28673835125433
2017-07-01,(后)当月同比,金融机构人民币存款余额,%,3115.028901733546
2017-07-01,(后)当月同比,文体与传媒支出,%,-21.794871794871785
2017-07-01,(后)当月同比,商品房销售面积,%,12.670099830259772
2017-07-01,(后)当月同比,商品住宅施工面积,%,13.87760128063189
2017-07-01,(后)当月同比,金融机构人民币短期贷款余额,%,-98.09980465281448
2017-07-01,(后)当月同比,房地产竣工面积,%,-56.239654221077814
2017-07-01,(后)当月同比,保险保费收入,%,16.0260033917468
2017-07-01,(后)当月同比,公共财政预算支出,%,-0.07656967840727891
2017-07-01,(后)当月同比,人身险赔付支出,%,-0.1697792869269632
2017-07-01,(后)当月同比,保险赔付支出,%,4.602510460251019
2017-07-01,(后)当月同比,商业营业用房竣工面积,%,-60.72928919509325
2017-07-01,(后)当月同比,实际利用外商直接投资额,%,-88.67924528301884
2017-08-01,(后)当月同比,办公楼竣工面积,%,-103.0769230769231
2017-08-01,(后)当月同比,城市维护建设税,%,18.478260869565233
2017-08-01,(后)当月同比,国际旅游人数,%,12.087912087912112
2017-08-01,(后)当月同比,对外承包工程合同额,%,-91.66666666666666
2017-08-01,当月同比,非食品城市居民消费价格指数,%,101.8
2017-08-01,(后)当月同比,金融机构本外币存款余额,%,131.5392354124753
2017-08-01,(后)当月同比,公共财政预算支出,%,10.990406320541712
2017-08-01,(后)当月同比,商品住宅施工面积,%,170.82545683679982
2017-08-01,当月同比,食品城市居民消费价格指数,%,99.0
2017-08-01,(后)当月同比,保险保费收入,%,26.355543566226025
2017-08-01,当月同比,城市居民消费价格指数,%,101.3
2017-08-01,当月同比,燃料、动力类购进价格指数,%,105.1
2017-08-01,当月同比,有色金属材料及电线类购进价格指数,%,109.6
2017-08-01,(后)当月同比,个人所得税,%,46.53739612188366
2017-08-01,(后)当月同比,办公楼销售面积,%,176.56565656565678
2017-08-01,当月同比,农副产品类购进价格指数,%,101.7
2017-08-01,当月同比,木材及纸浆类购进价格指数,%,107.2
2017-08-01,当月同比,建筑材料及非金属类购进价格指数,%,105.5
2017-08-01,当月同比,生产资料工业生产者出厂价格指数,%,105.9
2017-08-01,当月同比,其它工业原材料及半成品类购进价格指数,%,103.1
2017-08-01,(后)当月同比,规模以上工业企业亏损企业单位数,%,-133.33333333333331
2017-08-01,(后)当月同比,房地产施工面积,%,142.47356939083704
2017-08-01,当月同比,食品烟酒类城市居民消费价格指数,%,99.4
2017-08-01,当月同比,服务项目城市居民消费价格指数,%,102.8
2017-08-01,(后)当月同比,办公楼销售额,%,201.086956521739
2017-08-01,(后)当月同比,公共财政预算收入,%,12.713190424033606
2017-08-01,(后)当月同比,金融机构人民币个人贷款及透支,%,159.92405433036438
2017-08-01,(后)当月同比,商业营业用房销售面积,%,14.550015678895956
2017-08-01,当月同比,工业生产者购进价格指数,%,104.3
2017-08-01,当月同比,耐用消费品工业生产者出厂价格指数,%,100.7
2017-08-01,(后)当月同比,财产险保费收入,%,10.883797054009815
2017-08-01,(后)当月同比,非税收入,%,-7.384370015948949
2017-08-01,当月同比,一般日用品工业生产者出厂价格指数,%,100.3
2017-08-01,当月同比,衣着类工业生产者出厂价格指数,%,101.0
2017-08-01,(后)当月同比,人身险赔付支出,%,-4.822134387351884
2017-08-01,当月同比,消费品城市居民消费价格指数,%,100.4
2017-08-01,(后)当月同比,金融机构本外币贷款余额,%,-61.384759981899784
2017-08-01,当月同比,化工原料类购进价格指数,%,102.8
2017-08-01,当月同比,加工工业工业生产者出厂价格指数,%,105.3
2017-08-01,当月同比,原材料工业工业生产者出厂价格指数,%,106.3
2017-08-01,当月同比,采掘工业工业生产者出厂价格指数,%,118.6
2017-08-01,当月同比,工业生产者出厂价格指数,%,104.3
2017-08-01,(后)当月同比,城乡社区事务支出,%,32.81575459193353
2017-08-01,当月同比,黑色金属材料类购进价格指数,%,107.1
2017-08-01,当月同比,医疗保健类城市居民消费价格指数,%,102.9
2017-08-01,当月同比,教育文化和娱乐类城市居民消费价格指数,%,105.2
2017-08-01,当月同比,衣着类城市居民消费价格指数,%,102.9
2017-08-01,(后)当月同比,电信业务总量,%,-34.295868502887615
2017-08-01,当月同比,食品类工业生产者出厂价格指数,%,101.4
2017-08-01,当月同比,生活资料工业生产者出厂价格指数,%,100.8
2017-08-01,(后)当月同比,契税,%,235.2317880794702
2017-08-01,当月同比,纺织原料类购进价格指数,%,103.8
2017-08-01,(后)当月同比,金融机构人民币贷款余额,%,3.1516083254482963
2017-08-01,(后)当月同比,商品住宅竣工面积,%,-31.814022646688734
2017-08-01,(后)当月同比,财产险赔付支出,%,5.717916137230028
2017-08-01,(后)当月同比,一般公共服务支出,%,2.4337244676227776
2017-08-01,(后)当月同比,商业营业用房新开工面积,%,32.89791969037259
2017-08-01,(后)当月同比,文体与传媒支出,%,12.837837837837807
2017-08-01,(后)当月同比,人身险保费收入,%,33.96378269617701
2017-08-01,(后)当月同比,商品房销售额,%,75.49261083743852
2017-08-01,(后)当月同比,商业营业用房施工面积,%,48.106246925726694
2017-08-01,(后)当月同比,办公楼施工面积,%,-72.02053538687203
2017-08-01,(后)当月同比,增值税,%,-41.32976946207819
2017-08-01,(后)当月同比,规模以上工业企业单位数,%,-50.90909090909091
2017-08-01,(后)当月同比,实际利用外商直接投资额,%,14.970059880239406
2017-08-01,(后)当月同比,房地产新开工面积,%,132.8567592965499
2017-08-01,(后)当月同比,房地产竣工面积,%,-18.343402504159034
2017-08-01,(后)当月同比,税收收入,%,32.104454685099796
2017-08-01,(后)当月同比,商业营业用房竣工面积,%,37.60330578512381
2017-08-01,(后)当月同比,办公楼新开工面积,%,-72.04104067423967
2017-08-01,(后)当月同比,商品房销售面积,%,24.625828085384672
2017-08-01,(后)当月同比,住宅商品房销售面积,%,22.740852581194382
2017-08-01,(后)当月同比,旅游外汇收入,%,13.91752577319576
2017-08-01,(后)当月同比,金融机构人民币短期贷款余额,%,-22.498446239898218
2017-08-01,(后)当月同比,金融机构人民币存款余额,%,459.23512051155734
2017-08-01,(后)当月同比,教育支出,%,36.60615042608371
2017-08-01,(后)当月同比,住宅商品房销售额,%,73.41963051401257
2017-08-01,(后)当月同比,商品住宅新开工面积,%,173.09458218549122
2017-08-01,(后)当月同比,商业营业用房销售额,%,65.20015854141886
2017-08-01,(后)当月同比,保险赔付支出,%,-0.6825938566553669
2017-08-01,(后)当月同比,企业所得税,%,-19.612590799031548
2017-08-01,(后)当月同比,医疗卫生支出,%,37.36903376018634
2017-08-01,(后)当月同比,金融机构人民币中长期贷款余额,%,-460.2671118530724
2017-08-01,(后)当月同比,社保和就业支出,%,-16.564213324472554
2017-08-01,(后)当月同比,实际利用外资额,%,14.285714285714413
2017-08-01,(后)当月同比,农林水事务支出,%,50.34013605442165
2017-08-01,(后)当月同比,规模以上大中型工业企业单位数,%,
2017-08-01,(后)当月同比,邮政业务总量,%,51.0273972602739
2017-08-01,(后)当月同比,对外承包工程营业额,%,-9.09090909090925
2017-09-01,(后)当月同比,文体与传媒支出,%,-25.106382978723406
2017-09-01,(后)当月同比,人身险赔付支出,%,3.48567002323783
2017-09-01,(后)当月同比,房地产施工面积,%,14.805687969621717
2017-09-01,(后)当月同比,规模以上大中型工业企业单位数,%,
2017-09-01,(后)当月同比,旅游外汇收入,%,28.409090909091006
2017-09-01,(后)当月同比,邮政业务总量,%,1.5094339622642172
2017-09-01,(后)当月同比,财产险保费收入,%,11.535635562086654
2017-09-01,(后)当月同比,增值税,%,449.775
2017-09-01,(后)当月同比,金融机构人民币贷款余额,%,12.102644087939662
2017-09-01,(后)当月同比,企业所得税,%,15.189873417722112
2017-09-01,(后)当月同比,城乡社区事务支出,%,-6.4441951766685435
2017-09-01,(后)当月同比,金融机构本外币贷款余额,%,14.804579549942254
2017-09-01,(后)当月同比,契税,%,45.48319327731101
2017-09-01,(后)当月同比,金融机构人民币短期贷款余额,%,104.83668341708245
2017-09-01,(后)当月同比,对外承包工程营业额,%,-26.829268292682727
2017-09-01,(后)当月同比,城市维护建设税,%,4.744525547445222
2017-09-01,(后)当月同比,规模以上工业企业亏损企业单位数,%,-150.0
2017-09-01,(后)当月同比,金融机构本外币存款余额,%,-75.54146341463444
2017-09-01,(后)当月同比,实际利用外资额,%,2.634146341463417
2017-09-01,(后)当月同比,人身险保费收入,%,54.80047412090083
2017-09-01,(后)当月同比,对外承包工程合同额,%,-98.31932773109247
2017-09-01,(后)当月同比,金融机构人民币个人贷款及透支,%,166.98579369981323
2017-09-01,(后)当月同比,财产险赔付支出,%,8.066581306017962
2017-09-01,(后)当月同比,社保和就业支出,%,-20.73493709997789
2017-09-01,(后)当月同比,金融机构人民币中长期贷款余额,%,1.5134011090574218
2017-09-01,(后)当月同比,税收收入,%,2.039322317506853
2017-09-01,(后)当月同比,规模以上工业企业单位数,%,-27.027027027027028
2017-09-01,(后)当月同比,房地产竣工面积,%,-10.364831764857495
2017-09-01,(后)当月同比,教育支出,%,4.643962848297223
2017-09-01,(后)当月同比,电信业务总量,%,-24.206111443978383
2017-09-01,(后)当月同比,金融机构人民币存款余额,%,-82.1000581733563
2017-09-01,(后)当月同比,实际利用外商直接投资额,%,482.0143884892093
2017-09-01,(后)当月同比,一般公共服务支出,%,-3.0212976721149087
2017-09-01,(后)当月同比,房地产新开工面积,%,14.805987032136802
2017-09-01,当月同比,建筑材料及非金属类购进价格指数,%,106.3
2017-09-01,(后)当月同比,保险赔付支出,%,5.21235521235528
2017-09-01,(后)当月同比,公共财政预算支出,%,-8.048331296579935
2017-09-01,(后)当月同比,商品房销售额,%,21.604241169458515
2017-09-01,当月同比,医疗保健类城市居民消费价格指数,%,107.5
2017-09-01,(后)当月同比,非税收入,%,-2.707522697795006
2017-09-01,(后)当月同比,个人所得税,%,8.791208791208604
2017-09-01,当月同比,耐用消费品工业生产者出厂价格指数,%,100.7
2017-09-01,当月同比,工业生产者购进价格指数,%,104.7
2017-09-01,(后)当月同比,商品房销售面积,%,-5.155687424989819
2017-09-01,(后)当月同比,医疗卫生支出,%,-17.346938775510225
2017-09-01,当月同比,非食品城市居民消费价格指数,%,102.5
2017-09-01,当月同比,消费品城市居民消费价格指数,%,100.2
2017-09-01,当月同比,服务项目城市居民消费价格指数,%,104.2
2017-09-01,当月同比,食品烟酒类城市居民消费价格指数,%,98.9
2017-09-01,当月同比,衣着类城市居民消费价格指数,%,103.2
2017-09-01,当月同比,教育文化和娱乐类城市居民消费价格指数,%,105.1
2017-09-01,(后)当月同比,农林水事务支出,%,-23.968253968253915
2017-09-01,(后)当月同比,办公楼新开工面积,%,-69.54279821244414
2017-09-01,当月同比,生活资料工业生产者出厂价格指数,%,100.9
2017-09-01,当月同比,加工工业工业生产者出厂价格指数,%,105.7
2017-09-01,当月同比,原材料工业工业生产者出厂价格指数,%,107.8
2017-09-01,当月同比,生产资料工业生产者出厂价格指数,%,106.4
2017-09-01,(后)当月同比,商品住宅新开工面积,%,31.7657439785614
2017-09-01,(后)当月同比,保险保费收入,%,39.609555612638104
2017-09-01,当月同比,一般日用品工业生产者出厂价格指数,%,100.8
2017-09-01,(后)当月同比,商品住宅施工面积,%,24.832105894948885
2017-09-01,(后)当月同比,商业营业用房销售面积,%,2.7577727033198496
2017-09-01,当月同比,衣着类工业生产者出厂价格指数,%,100.9
2017-09-01,当月同比,其它工业原材料及半成品类购进价格指数,%,103.4
2017-09-01,当月同比,木材及纸浆类购进价格指数,%,109.7
2017-09-01,当月同比,纺织原料类购进价格指数,%,104.0
2017-09-01,当月同比,黑色金属材料类购进价格指数,%,107.7
2017-09-01,(后)当月同比,办公楼销售额,%,-8.195364238410551
2017-09-01,(后)当月同比,商业营业用房销售额,%,17.31046931407949
2017-09-01,(后)当月同比,商业营业用房新开工面积,%,-29.940841367221726
2017-09-01,当月同比,工业生产者出厂价格指数,%,104.7
2017-09-01,当月同比,化工原料类购进价格指数,%,103.2
2017-09-01,当月同比,有色金属材料及电线类购进价格指数,%,112.2
2017-09-01,当月同比,采掘工业工业生产者出厂价格指数,%,117.3
2017-09-01,当月同比,燃料、动力类购进价格指数,%,104.0
2017-09-01,当月同比,城市居民消费价格指数,%,101.7
2017-09-01,当月同比,食品城市居民消费价格指数,%,98.1
2017-09-01,(后)当月同比,公共财政预算收入,%,0.25446911381137305
2017-09-01,(后)当月同比,国际旅游人数,%,25.329890992541635
2017-09-01,(后)当月同比,商业营业用房施工面积,%,-7.7697218915704696
2017-09-01,(后)当月同比,办公楼施工面积,%,-34.14718019257239
2017-09-01,(后)当月同比,住宅商品房销售额,%,25.161236284445998
2017-09-01,(后)当月同比,商品住宅竣工面积,%,-28.86121159393735
2017-09-01,(后)当月同比,办公楼销售面积,%,11.584327086882396
2017-09-01,(后)当月同比,住宅商品房销售面积,%,-7.610356195223956
2017-09-01,(后)当月同比,商业营业用房竣工面积,%,64.75469855992202
2017-09-01,当月同比,食品类工业生产者出厂价格指数,%,101.6
2017-09-01,(后)当月同比,办公楼竣工面积,%,47.647768395657344
2017-09-01,当月同比,农副产品类购进价格指数,%,101.7
2017-10-01,(后)当月同比,商品住宅施工面积,%,-22.816847722508825
2017-10-01,当月同比,建筑材料及非金属类购进价格指数,%,106.0
2017-10-01,(后)当月同比,保险保费收入,%,18.86261261261255
2017-10-01,(后)当月同比,金融机构人民币短期贷款余额,%,-59.08276603367921
2017-10-01,(后)当月同比,企业所得税,%,17.310495626822163
2017-10-01,(后)当月同比,人身险保费收入,%,23.154362416107332
2017-10-01,(后)当月同比,商业营业用房新开工面积,%,-52.931406743066
2017-10-01,(后)当月同比,办公楼新开工面积,%,-74.61139896373092
2017-10-01,(后)当月同比,税收收入,%,10.536861742555104
2017-10-01,(后)当月同比,个人所得税,%,20.27649769585278
2017-10-01,当月同比,食品烟酒类城市居民消费价格指数,%,99.0
2017-10-01,(后)当月同比,办公楼施工面积,%,-372.0379146919418
2017-10-01,(后)当月同比,实际利用外资额,%,-57.863501483679535
2017-10-01,当月同比,食品城市居民消费价格指数,%,98.3
2017-10-01,当月同比,非食品城市居民消费价格指数,%,102.3
2017-10-01,当月同比,消费品城市居民消费价格指数,%,100.4
2017-10-01,(后)当月同比,商业营业用房施工面积,%,-60.8095676172951
2017-10-01,(后)当月同比,金融机构人民币贷款余额,%,2.7643925944669467
2017-10-01,(后)当月同比,商品住宅竣工面积,%,3.269172013443278
2017-10-01,(后)当月同比,金融机构人民币中长期贷款余额,%,60.167870803225455
2017-10-01,(后)当月同比,规模以上工业企业单位数,%,-48.837209302325576
2017-10-01,(后)当月同比,办公楼竣工面积,%,-1268.1564245810018
2017-10-01,(后)当月同比,商品房销售额,%,-5.445343581693662
2017-10-01,(后)当月同比,文体与传媒支出,%,26.12612612612617
2017-10-01,(后)当月同比,商业营业用房竣工面积,%,8.164263016377337
2017-10-01,(后)当月同比,房地产竣工面积,%,23.781691503773985
2017-10-01,(后)当月同比,对外承包工程合同额,%,1.0810810810811144
2017-10-01,当月同比,化工原料类购进价格指数,%,103.5
2017-10-01,当月同比,服务项目城市居民消费价格指数,%,103.5
2017-10-01,当月同比,衣着类城市居民消费价格指数,%,103.4
2017-10-01,(后)当月同比,增值税,%,-0.865721127279373
2017-10-01,当月同比,教育文化和娱乐类城市居民消费价格指数,%,103.3
2017-10-01,当月同比,医疗保健类城市居民消费价格指数,%,108.2
2017-10-01,当月同比,农副产品类购进价格指数,%,101.9
2017-10-01,当月同比,其它工业原材料及半成品类购进价格指数,%,103.5
2017-10-01,(后)当月同比,金融机构人民币个人贷款及透支,%,194.03306973400478
2017-10-01,当月同比,工业生产者出厂价格指数,%,104.5
2017-10-01,当月同比,生产资料工业生产者出厂价格指数,%,106.1
2017-10-01,(后)当月同比,人身险赔付支出,%,-5.3726169844021125
2017-10-01,(后)当月同比,住宅商品房销售额,%,-6.126285916991758
2017-10-01,(后)当月同比,邮政业务总量,%,18.476727785613466
2017-10-01,当月同比,原材料工业工业生产者出厂价格指数,%,107.7
2017-10-01,(后)当月同比,医疗卫生支出,%,-11.689419795221855
2017-10-01,(后)当月同比,商业营业用房销售面积,%,-17.14855433698894
2017-10-01,(后)当月同比,社保和就业支出,%,25.024154589372017
2017-10-01,(后)当月同比,契税,%,39.229671897289634
2017-10-01,(后)当月同比,农林水事务支出,%,-3.703703703703709
2017-10-01,(后)当月同比,教育支出,%,-15.887509130752465
2017-10-01,(后)当月同比,一般公共服务支出,%,-9.851632047477732
2017-10-01,(后)当月同比,非税收入,%,-36.65689149560121
2017-10-01,(后)当月同比,保险赔付支出,%,-0.823723228995088
2017-10-01,当月同比,耐用消费品工业生产者出厂价格指数,%,100.7
2017-10-01,(后)当月同比,电信业务总量,%,-29.437065148640194
2017-10-01,当月同比,工业生产者购进价格指数,%,104.8
2017-10-01,当月同比,燃料、动力类购进价格指数,%,103.3
2017-10-01,(后)当月同比,金融机构本外币贷款余额,%,11.386073450043032
2017-10-01,当月同比,有色金属材料及电线类购进价格指数,%,113.2
2017-10-01,(后)当月同比,房地产新开工面积,%,-16.35636431678914
2017-10-01,(后)当月同比,办公楼销售面积,%,21.72995780590703
2017-10-01,(后)当月同比,规模以上工业企业亏损企业单位数,%,-68.96551724137932
2017-10-01,(后)当月同比,财产险赔付支出,%,7.04647676161918
2017-10-01,(后)当月同比,公共财政预算收入,%,0.1184961758052605
2017-10-01,(后)当月同比,办公楼销售额,%,68.35443037974682
2017-10-01,(后)当月同比,商业营业用房销售额,%,-19.46824224519942
2017-10-01,(后)当月同比,城乡社区事务支出,%,72.59615384615313
2017-10-01,当月同比,采掘工业工业生产者出厂价格指数,%,112.8
2017-10-01,(后)当月同比,商品房销售面积,%,-20.278735251226422
2017-10-01,(后)当月同比,房地产施工面积,%,-24.999450658111666
2017-10-01,(后)当月同比,金融机构人民币存款余额,%,260.25928696086334
2017-10-01,当月同比,加工工业工业生产者出厂价格指数,%,105.6
2017-10-01,当月同比,生活资料工业生产者出厂价格指数,%,100.9
2017-10-01,(后)当月同比,对外承包工程营业额,%,303.12499999999966
2017-10-01,(后)当月同比,国际旅游人数,%,14.516129032258052
2017-10-01,(后)当月同比,金融机构本外币存款余额,%,342.127354627356
2017-10-01,当月同比,食品类工业生产者出厂价格指数,%,101.5
2017-10-01,当月同比,衣着类工业生产者出厂价格指数,%,100.2
2017-10-01,当月同比,一般日用品工业生产者出厂价格指数,%,101.0
2017-10-01,(后)当月同比,旅游外汇收入,%,15.899581589958123
2017-10-01,(后)当月同比,财产险保费收入,%,9.82905982905975
2017-10-01,当月同比,黑色金属材料类购进价格指数,%,107.5
2017-10-01,(后)当月同比,实际利用外商直接投资额,%,-52.38095238095255
2017-10-01,(后)当月同比,商品住宅新开工面积,%,-12.253028701520396
2017-10-01,当月同比,城市居民消费价格指数,%,101.5
2017-10-01,(后)当月同比,规模以上大中型工业企业单位数,%,
2017-10-01,(后)当月同比,城市维护建设税,%,-0.8018327605956554
2017-10-01,(后)当月同比,住宅商品房销售面积,%,-24.483348425394848
2017-10-01,当月同比,木材及纸浆类购进价格指数,%,111.0
2017-10-01,(后)当月同比,公共财政预算支出,%,14.9745885769603
2017-10-01,当月同比,纺织原料类购进价格指数,%,103.9
2017-11-01,(后)当月同比,商品住宅竣工面积,%,290.7022380040178
2017-11-01,(后)当月同比,规模以上工业企业亏损企业单位数,%,-94.44444444444444
2017-11-01,(后)当月同比,住宅商品房销售额,%,4.053604682096168
2017-11-01,(后)当月同比,医疗卫生支出,%,-39.154267815191915
2017-11-01,(后)当月同比,实际利用外商直接投资额,%,-59.13978494623665
2017-11-01,(后)当月同比,商业营业用房新开工面积,%,-2.9955067398900526
2017-11-01,当月同比,纺织原料类购进价格指数,%,104.4
2017-11-01,(后)当月同比,人身险保费收入,%,15.478187919463338
2017-11-01,(后)当月同比,金融机构人民币存款余额,%,285.39017701322405
2017-11-01,(后)当月同比,教育支出,%,-40.499796278690745
2017-11-01,(后)当月同比,一般公共服务支出,%,-51.56084656084654
2017-11-01,(后)当月同比,办公楼销售额,%,-9.701492537313328
2017-11-01,(后)当月同比,商品房销售面积,%,-11.832593167478688
2017-11-01,(后)当月同比,商业营业用房竣工面积,%,928.92156862745
2017-11-01,(后)当月同比,商业营业用房施工面积,%,-13.936097892590393
2017-11-01,当月同比,衣着类城市居民消费价格指数,%,103.2
2017-11-01,当月同比,食品烟酒类城市居民消费价格指数,%,98.8
2017-11-01,当月同比,服务项目城市居民消费价格指数,%,103.8
2017-11-01,(后)当月同比,财产险保费收入,%,31.709401709401885
2017-11-01,当月同比,消费品城市居民消费价格指数,%,100.4
2017-11-01,(后)当月同比,房地产施工面积,%,50.873270556052304
2017-11-01,当月同比,非食品城市居民消费价格指数,%,102.5
2017-11-01,(后)当月同比,商业营业用房销售面积,%,-12.456747404844304
2017-11-01,当月同比,食品城市居民消费价格指数,%,98.0
2017-11-01,当月同比,教育文化和娱乐类城市居民消费价格指数,%,102.6
2017-11-01,当月同比,燃料、动力类购进价格指数,%,102.0
2017-11-01,当月同比,有色金属材料及电线类购进价格指数,%,110.6
2017-11-01,当月同比,化工原料类购进价格指数,%,103.2
2017-11-01,(后)当月同比,保险赔付支出,%,30.25809994508506
2017-11-01,(后)当月同比,房地产新开工面积,%,73.86695425730629
2017-11-01,当月同比,建筑材料及非金属类购进价格指数,%,105.8
2017-11-01,当月同比,其它工业原材料及半成品类购进价格指数,%,103.4
2017-11-01,(后)当月同比,财产险赔付支出,%,38.230884557721076
2017-11-01,(后)当月同比,商业营业用房销售额,%,-21.09644087256034
2017-11-01,当月同比,农副产品类购进价格指数,%,101.7
2017-11-01,当月同比,城市居民消费价格指数,%,101.6
2017-11-01,当月同比,医疗保健类城市居民消费价格指数,%,108.1
2017-11-01,当月同比,黑色金属材料类购进价格指数,%,106.2
2017-11-01,当月同比,工业生产者出厂价格指数,%,104.1
2017-11-01,(后)当月同比,金融机构人民币中长期贷款余额,%,123.67190820228919
2017-11-01,(后)当月同比,规模以上工业企业单位数,%,-35.416666666666664
2017-11-01,(后)当月同比,房地产竣工面积,%,391.7496011547524
2017-11-01,(后)当月同比,人身险赔付支出,%,25.64991334488729
2017-11-01,(后)当月同比,对外承包工程合同额,%,45.34161490683217
2017-11-01,(后)当月同比,金融机构人民币个人贷款及透支,%,349.05343877307257
2017-11-01,(后)当月同比,商品住宅施工面积,%,59.320751147059326
2017-11-01,(后)当月同比,保险保费收入,%,20.889639639639345
2017-11-01,当月同比,生产资料工业生产者出厂价格指数,%,105.5
2017-11-01,当月同比,工业生产者购进价格指数,%,104.2
2017-11-01,当月同比,耐用消费品工业生产者出厂价格指数,%,100.7
2017-11-01,当月同比,一般日用品工业生产者出厂价格指数,%,101.1
2017-11-01,当月同比,衣着类工业生产者出厂价格指数,%,100.3
2017-11-01,(后)当月同比,对外承包工程营业额,%,162.1052631578947
2017-11-01,(后)当月同比,邮政业务总量,%,22.174535050071718
2017-11-01,(后)当月同比,商品住宅新开工面积,%,96.17245104024815
2017-11-01,当月同比,食品类工业生产者出厂价格指数,%,101.4
2017-11-01,当月同比,生活资料工业生产者出厂价格指数,%,100.9
2017-11-01,当月同比,加工工业工业生产者出厂价格指数,%,105.0
2017-11-01,当月同比,原材料工业工业生产者出厂价格指数,%,107.5
2017-11-01,当月同比,采掘工业工业生产者出厂价格指数,%,110.5
2017-11-01,(后)当月同比,实际利用外资额,%,-47.67970882620561
2017-11-01,(后)当月同比,金融机构人民币短期贷款余额,%,-104.98029380150604
2017-11-01,当月同比,木材及纸浆类购进价格指数,%,110.6
2017-11-01,(后)当月同比,商品房销售额,%,-2.005357634629401
2017-11-01,(后)当月同比,企业所得税,%,-36.71328671328662
2017-11-01,(后)当月同比,金融机构本外币存款余额,%,475.23546273546043
2017-11-01,(后)当月同比,旅游外汇收入,%,11.538461538461453
2017-11-01,(后)当月同比,契税,%,15.884476534296077
2017-11-01,(后)当月同比,办公楼施工面积,%,-42.07920792079244
2017-11-01,(后)当月同比,城市维护建设税,%,16.8157423971377
2017-11-01,(后)当月同比,个人所得税,%,39.0052356020941
2017-11-01,(后)当月同比,办公楼销售面积,%,-0.08084074373465588
2017-11-01,(后)当月同比,文体与传媒支出,%,12.533333333333196
2017-11-01,(后)当月同比,国际旅游人数,%,10.758450123660147
2017-11-01,(后)当月同比,农林水事务支出,%,43.76569037656894
2017-11-01,(后)当月同比,规模以上大中型工业企业单位数,%,
2017-11-01,(后)当月同比,社保和就业支出,%,87.11971552745932
2017-11-01,(后)当月同比,办公楼新开工面积,%,-53.695324283559586
2017-11-01,(后)当月同比,城乡社区事务支出,%,-82.39704021030082
2017-11-01,(后)当月同比,公共财政预算支出,%,-20.03164803237434
2017-11-01,(后)当月同比,公共财政预算收入,%,-11.270865479029279
2017-11-01,(后)当月同比,电信业务总量,%,-14.892821535393686
2017-11-01,(后)当月同比,税收收入,%,14.050805171240487
2017-11-01,(后)当月同比,金融机构本外币贷款余额,%,365.4995392918178
2017-11-01,(后)当月同比,增值税,%,16.770892552586638
2017-11-01,(后)当月同比,非税收入,%,-52.33455882352938
2017-11-01,(后)当月同比,金融机构人民币贷款余额,%,337.94065432411617
2017-11-01,(后)当月同比,住宅商品房销售面积,%,-8.865073723732063
2017-11-01,(后)当月同比,办公楼竣工面积,%,259.0778097982707
2017-12-01,(后)当月同比,金融机构人民币个人贷款及透支,%,85.19051042415444
2017-12-01,当月同比,工业生产者出厂价格指数,%,103.5
2017-12-01,当月同比,黑色金属材料类购进价格指数,%,105.2
2017-12-01,(后)当月同比,对外承包工程合同额,%,414.28571428571763
2017-12-01,当月同比,衣着类城市居民消费价格指数,%,103.1
2017-12-01,当月同比,食品烟酒类城市居民消费价格指数,%,99.1
2017-12-01,当月同比,服务项目城市居民消费价格指数,%,103.6
2017-12-01,当月同比,消费品城市居民消费价格指数,%,100.5
2017-12-01,(后)当月同比,增值税,%,1.2749762131302633
2017-12-01,当月同比,医疗保健类城市居民消费价格指数,%,108.0
2017-12-01,当月同比,教育文化和娱乐类城市居民消费价格指数,%,102.2
2017-12-01,当月同比,食品类工业生产者出厂价格指数,%,100.8
2017-12-01,当月同比,原材料工业工业生产者出厂价格指数,%,106.3
2017-12-01,(后)当月同比,住宅商品房销售额,%,38.160794710448265
2017-12-01,(后)当月同比,办公楼竣工面积,%,-18.9994216310006
2017-12-01,(后)当月同比,实际利用外资额,%,-17.77350016041067
2017-12-01,(后)当月同比,金融机构人民币中长期贷款余额,%,-52.358691032725346
2017-12-01,(后)当月同比,金融机构人民币贷款余额,%,-46.62693380674634
2017-12-01,(后)当月同比,商业营业用房施工面积,%,-231.19212962963198
2017-12-01,当月同比,生产资料工业生产者出厂价格指数,%,104.7
2017-12-01,当月同比,采掘工业工业生产者出厂价格指数,%,108.4
2017-12-01,(后)当月同比,房地产竣工面积,%,11.370393729164686
2017-12-01,(后)当月同比,文体与传媒支出,%,-4.9999999999999485
2017-12-01,当月同比,耐用消费品工业生产者出厂价格指数,%,100.8
2017-12-01,(后)当月同比,人身险赔付支出,%,5.80589254766033
2017-12-01,当月同比,一般日用品工业生产者出厂价格指数,%,101.5
2017-12-01,当月同比,衣着类工业生产者出厂价格指数,%,100.5
2017-12-01,当月同比,生活资料工业生产者出厂价格指数,%,100.9
